N1 : 4 
N2 : 4 
LINHAS : 256 
COLUNAS : 8 

MAXIMO_MUTACOES : 3 
NUMERO_MAX_GERACOES : 3000000 
GERACOES_SEM_MUDANCA : 300000 
PERSISTENCIA : 1000 
INDIVIDUOS_POR_GERACAO : 4 
QTD_CH : 2 

NUMERO_PORTAS : 5 
AND : 100 
OR : 200 
NAND : 300 NOR : 400 
XOR : 500 
LINHAS_NOS : 2 
COLUNAS_NOS : 5 
NUMERO_NOS : 18 


Matriz Topologia : 

9 11 13 15 17 
10 12 14 16 18 



A A A A B B B B |C0 C1|S0 |S1 |S2 |S3 |S4 |S5 |S6 |S7 |
1 1 1 0 1 0 1 0 | 1 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 
1 1 1 0 1 0 1 1 | 1 1 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 
1 1 1 0 1 1 0 0 | 1 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 
1 1 1 0 1 1 0 1 | 1 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 
1 1 1 0 1 1 1 0 | 0 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 
1 1 1 0 1 1 1 1 | 0 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 
1 1 1 1 0 0 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
1 1 1 1 0 0 0 1 | 1 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 
1 1 1 1 0 0 1 0 | 1 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 
1 1 1 1 0 0 1 1 | 1 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 
1 1 1 1 0 1 0 0 | 1 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 
1 1 1 1 0 1 0 1 | 1 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 
1 1 1 1 0 1 1 0 | 1 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 
1 1 1 1 0 1 1 1 | 1 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 
1 1 1 1 1 0 0 0 | 1 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 
1 1 1 1 1 0 0 1 | 1 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 
1 1 1 1 1 0 1 0 | 1 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 
1 1 1 1 1 0 1 1 | 1 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 
1 1 1 1 1 1 0 0 | 0 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 
1 1 1 1 1 1 0 1 | 0 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 
1 1 1 1 1 1 1 0 | 0 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 
1 1 1 1 1 1 1 1 | 0 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 




 Evolucao!!!!  Geracao: 1. 	 Melhor rank ate esta geracao: 14 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 2 300 | 2 6 500 | 3 5 100 | 8 5 300 | 10 12 200 | 3 11 200 | 8 6 200 | 12 4 200 | 5 13 500 | 11 16 300 | 18 | 14
1 | 5 4 300 | 2 3 300 | 10 5 200 | 6 2 400 | 6 2 300 | 9 11 500 | 5 9 500 | 12 14 200 | 9 10 200 | 5 4 200 | 17 | -1



 Evolucao!!!!  Geracao: 2. 	 Melhor rank ate esta geracao: 260 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 2 300 | 2 6 500 | 3 5 100 | 8 5 300 | 10 12 200 | 3 11 200 | 8 6 200 | 12 4 400 | 5 13 500 | 11 16 300 | 18 | 260
1 | 5 6 300 | 2 3 300 | 10 5 200 | 6 2 400 | 6 2 300 | 9 11 500 | 5 9 500 | 12 14 200 | 9 10 500 | 5 4 200 | 17 | -1



 Evolucao!!!!  Geracao: 4. 	 Melhor rank ate esta geracao: 268 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 2 300 | 2 6 500 | 3 8 100 | 8 5 300 | 10 12 200 | 3 1 200 | 8 6 200 | 12 4 400 | 5 13 500 | 11 16 300 | 18 | 268
1 | 5 6 300 | 2 3 300 | 10 5 200 | 6 2 400 | 6 2 300 | 9 11 500 | 5 9 500 | 12 14 200 | 9 10 500 | 5 4 200 | 3 | -1



 Evolucao!!!!  Geracao: 12. 	 Melhor rank ate esta geracao: 516 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 2 300 | 2 6 500 | 3 8 200 | 8 5 300 | 10 12 200 | 3 1 200 | 8 6 200 | 12 4 400 | 5 13 500 | 11 16 300 | 18 | 516
1 | 5 6 300 | 2 3 300 | 10 5 200 | 6 2 400 | 10 2 300 | 9 11 500 | 5 9 500 | 2 14 200 | 9 10 500 | 5 4 200 | 3 | -1



 Evolucao!!!!  Geracao: 18. 	 Melhor rank ate esta geracao: 525 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 2 300 | 2 6 500 | 3 8 200 | 8 5 300 | 10 12 200 | 8 1 200 | 8 6 200 | 8 4 400 | 5 13 500 | 11 16 300 | 18 | 525
1 | 5 6 300 | 2 3 300 | 10 5 200 | 6 2 400 | 10 2 300 | 9 4 500 | 5 9 500 | 2 14 200 | 9 10 500 | 5 4 200 | 3 | -1



 Evolucao!!!!  Geracao: 21. 	 Melhor rank ate esta geracao: 1028 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 300 | 2 6 500 | 3 8 200 | 8 5 300 | 10 12 200 | 8 1 200 | 8 6 200 | 8 4 400 | 5 13 500 | 12 16 300 | 18 | 1028
1 | 5 6 300 | 2 3 300 | 10 5 200 | 6 2 400 | 10 2 300 | 9 4 500 | 5 9 500 | 3 14 200 | 9 10 500 | 5 4 200 | 3 | -1



 Evolucao!!!!  Geracao: 27. 	 Melhor rank ate esta geracao: 1034 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 300 | 2 6 500 | 3 8 200 | 8 5 300 | 10 12 200 | 8 1 200 | 8 6 200 | 8 4 400 | 5 13 500 | 12 16 300 | 18 | 1034
1 | 5 6 300 | 2 3 300 | 10 5 200 | 6 2 400 | 10 1 300 | 9 4 500 | 5 9 300 | 3 14 200 | 9 10 500 | 5 4 200 | 4 | -1



 Evolucao!!!!  Geracao: 862. 	 Melhor rank ate esta geracao: 1041 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 300 | 2 6 500 | 3 8 200 | 8 5 300 | 10 12 200 | 8 7 200 | 8 6 200 | 8 4 400 | 5 13 500 | 12 16 300 | 18 | 1041
1 | 5 6 400 | 2 3 300 | 10 5 200 | 6 2 400 | 10 1 300 | 9 4 500 | 5 9 300 | 3 14 200 | 9 10 500 | 5 4 200 | 15 | -1



 Evolucao!!!!  Geracao: 956. 	 Melhor rank ate esta geracao: 1281 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 300 | 2 6 500 | 3 8 200 | 8 5 300 | 10 12 200 | 8 3 200 | 8 6 200 | 8 4 400 | 5 13 500 | 12 16 300 | 18 | 1281
1 | 3 4 400 | 2 3 300 | 10 5 200 | 6 2 400 | 10 1 300 | 9 4 500 | 5 9 300 | 3 14 200 | 9 10 500 | 5 4 200 | 15 | -1



 Evolucao!!!!  Geracao: 968. 	 Melhor rank ate esta geracao: 1538 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 300 | 2 6 500 | 3 8 200 | 8 5 300 | 10 12 200 | 8 3 200 | 8 6 200 | 8 4 400 | 5 13 500 | 12 16 300 | 18 | 1538
1 | 3 4 400 | 2 3 300 | 10 5 200 | 6 2 400 | 10 1 300 | 9 4 500 | 11 9 300 | 3 13 200 | 9 10 500 | 5 4 200 | 15 | -1



 Evolucao!!!!  Geracao: 1031. 	 Melhor rank ate esta geracao: 1546 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 300 | 4 6 500 | 3 8 200 | 8 5 300 | 10 12 200 | 8 3 200 | 5 6 200 | 8 4 400 | 5 13 500 | 12 16 300 | 18 | 1546
1 | 3 4 400 | 2 3 300 | 10 5 200 | 6 2 400 | 10 1 300 | 9 4 500 | 8 9 300 | 3 13 200 | 9 10 500 | 5 4 200 | 15 | -1



 Evolucao!!!!  Geracao: 7930. 	 Melhor rank ate esta geracao: 1794 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 300 | 4 6 500 | 3 8 200 | 8 5 300 | 10 12 200 | 8 3 200 | 5 6 200 | 8 7 400 | 5 13 500 | 12 16 300 | 18 | 1794
1 | 3 4 400 | 2 3 300 | 10 5 200 | 6 2 300 | 10 1 300 | 9 4 500 | 11 9 300 | 3 13 200 | 9 10 500 | 5 4 200 | 15 | -1



 Evolucao!!!!  Geracao: 12273. 	 Melhor rank ate esta geracao: 1802 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 300 | 4 6 500 | 3 4 200 | 8 5 300 | 10 12 200 | 8 3 200 | 5 6 200 | 8 7 400 | 5 13 500 | 12 16 300 | 18 | 1802
1 | 3 4 400 | 2 3 300 | 8 7 200 | 6 2 300 | 10 1 300 | 9 4 500 | 11 9 300 | 3 13 200 | 9 10 500 | 5 4 200 | 15 | -1



 Evolucao!!!!  Geracao: 12540. 	 Melhor rank ate esta geracao: 1810 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 300 | 4 6 500 | 3 4 200 | 8 5 300 | 10 12 200 | 8 3 200 | 5 6 200 | 8 7 400 | 10 13 500 | 8 16 300 | 18 | 1810
1 | 3 4 200 | 2 3 300 | 8 7 200 | 6 2 300 | 10 1 300 | 9 4 500 | 11 9 300 | 3 13 200 | 9 10 500 | 5 4 200 | 15 | -1



 Evolucao!!!!  Geracao: 12560. 	 Melhor rank ate esta geracao: 2050 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 300 | 4 6 500 | 3 4 200 | 8 5 300 | 10 12 200 | 8 3 200 | 5 6 200 | 8 7 400 | 10 13 500 | 8 16 300 | 14 | 2050
1 | 3 4 200 | 2 3 300 | 8 7 200 | 6 2 300 | 3 1 300 | 9 4 500 | 11 9 300 | 3 13 200 | 9 10 500 | 5 4 200 | 15 | -1



 Evolucao!!!!  Geracao: 12644. 	 Melhor rank ate esta geracao: 2051 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 300 | 4 6 500 | 3 4 200 | 8 5 300 | 10 12 200 | 7 3 200 | 5 6 200 | 8 7 400 | 10 13 500 | 8 16 300 | 14 | 2051
1 | 3 4 200 | 2 3 300 | 8 7 200 | 6 8 300 | 3 1 300 | 9 4 500 | 11 9 300 | 3 13 200 | 9 10 500 | 7 4 200 | 15 | -1



 Evolucao!!!!  Geracao: 12735. 	 Melhor rank ate esta geracao: 2818 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 300 | 4 6 500 | 3 4 200 | 8 5 300 | 10 12 200 | 7 3 500 | 5 6 300 | 11 7 400 | 10 13 500 | 8 16 300 | 14 | 2818
1 | 3 4 200 | 2 3 300 | 8 7 200 | 6 8 300 | 3 1 300 | 9 4 500 | 11 9 300 | 3 13 200 | 9 10 500 | 7 4 200 | 15 | -1



 Evolucao!!!!  Geracao: 321180. 	 Melhor rank ate esta geracao: 3073 	 Valor do Multiplicador de Mutacoes : 10 

1 | 4 1 300 | 4 6 500 | 3 4 200 | 8 5 200 | 10 4 200 | 7 3 300 | 11 7 300 | 1 7 400 | 10 6 500 | 8 4 300 | 15 | 3073
1 | 3 4 200 | 6 1 300 | 8 7 200 | 6 8 300 | 3 1 100 | 9 4 200 | 11 3 300 | 3 2 500 | 9 10 500 | 16 4 100 | 15 | -1



A A A A B B B B |C0 C1|S0 |S1 |S2 |S3 |S4 |S5 |S6 |S7 |
------------------------------------------------------|
0 0 0 0 0 0 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 0 0 0 1 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 0 0 1 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 0 0 1 1 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 0 1 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 0 1 0 1 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 0 1 1 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 0 1 1 1 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 1 0 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 1 0 0 1 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 1 0 1 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 1 0 1 1 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 1 1 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 1 1 0 1 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 1 1 1 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 0 1 1 1 1 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 1 0 0 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 0 1 0 0 0 1 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 
0 0 0 1 0 0 1 0 | 0 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 
0 0 0 1 0 0 1 1 | 0 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 
0 0 0 1 0 1 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 
0 0 0 1 0 1 0 1 | 1 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 
0 0 0 1 0 1 1 0 | 0 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 
0 0 0 1 0 1 1 1 | 0 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 
0 0 0 1 1 0 0 0 | 1 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 
0 0 0 1 1 0 0 1 | 1 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 
0 0 0 1 1 0 1 0 | 0 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 
0 0 0 1 1 0 1 1 | 0 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 
0 0 0 1 1 1 0 0 | 1 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 
0 0 0 1 1 1 0 1 | 1 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 
0 0 0 1 1 1 1 0 | 0 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 
0 0 0 1 1 1 1 1 | 0 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 
0 0 1 0 0 0 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 1 0 0 0 0 1 | 1 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 
0 0 1 0 0 0 1 0 | 0 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 
0 0 1 0 0 0 1 1 | 0 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 
0 0 1 0 0 1 0 0 | 1 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 
0 0 1 0 0 1 0 1 | 1 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 
0 0 1 0 0 1 1 0 | 0 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 
0 0 1 0 0 1 1 1 | 0 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 
0 0 1 0 1 0 0 0 | 1 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 
0 0 1 0 1 0 0 1 | 1 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 
0 0 1 0 1 0 1 0 | 0 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 
0 0 1 0 1 0 1 1 | 0 1 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 
0 0 1 0 1 1 0 0 | 1 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 
0 0 1 0 1 1 0 1 | 1 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 
0 0 1 0 1 1 1 0 | 0 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 
0 0 1 0 1 1 1 1 | 0 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 
0 0 1 1 0 0 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 0 1 1 0 0 0 1 | 1 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 
0 0 1 1 0 0 1 0 | 1 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 
0 0 1 1 0 0 1 1 | 1 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 
0 0 1 1 0 1 0 0 | 1 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 
0 0 1 1 0 1 0 1 | 1 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 
0 0 1 1 0 1 1 0 | 1 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 
0 0 1 1 0 1 1 1 | 1 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 
0 0 1 1 1 0 0 0 | 1 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 
0 0 1 1 1 0 0 1 | 1 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 
0 0 1 1 1 0 1 0 | 1 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 
0 0 1 1 1 0 1 1 | 1 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 
0 0 1 1 1 1 0 0 | 1 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 
0 0 1 1 1 1 0 1 | 1 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 
0 0 1 1 1 1 1 0 | 1 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 
0 0 1 1 1 1 1 1 | 1 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 
0 1 0 0 0 0 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 1 0 0 0 0 0 1 | 1 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 
0 1 0 0 0 0 1 0 | 1 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 
0 1 0 0 0 0 1 1 | 1 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 
0 1 0 0 0 1 0 0 | 1 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 
0 1 0 0 0 1 0 1 | 1 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 
0 1 0 0 0 1 1 0 | 1 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 
0 1 0 0 0 1 1 1 | 1 1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 
0 1 0 0 1 0 0 0 | 1 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 
0 1 0 0 1 0 0 1 | 1 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 
0 1 0 0 1 0 1 0 | 1 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 
0 1 0 0 1 0 1 1 | 1 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 
0 1 0 0 1 1 0 0 | 1 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 
0 1 0 0 1 1 0 1 | 1 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 
0 1 0 0 1 1 1 0 | 1 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 
0 1 0 0 1 1 1 1 | 1 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 
0 1 0 1 0 0 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 1 0 1 0 0 0 1 | 1 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 
0 1 0 1 0 0 1 0 | 0 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 
0 1 0 1 0 0 1 1 | 0 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 
0 1 0 1 0 1 0 0 | 1 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 
0 1 0 1 0 1 0 1 | 1 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 
0 1 0 1 0 1 1 0 | 0 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 
0 1 0 1 0 1 1 1 | 0 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 
0 1 0 1 1 0 0 0 | 1 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 
0 1 0 1 1 0 0 1 | 1 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 
0 1 0 1 1 0 1 0 | 0 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 
0 1 0 1 1 0 1 1 | 0 1 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 
0 1 0 1 1 1 0 0 | 1 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 
0 1 0 1 1 1 0 1 | 1 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 
0 1 0 1 1 1 1 0 | 0 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 
0 1 0 1 1 1 1 1 | 0 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 
0 1 1 0 0 0 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 1 1 0 0 0 0 1 | 1 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 
0 1 1 0 0 0 1 0 | 0 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 
0 1 1 0 0 0 1 1 | 0 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 
0 1 1 0 0 1 0 0 | 1 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 
0 1 1 0 0 1 0 1 | 1 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 
0 1 1 0 0 1 1 0 | 0 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 
0 1 1 0 0 1 1 1 | 0 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 
0 1 1 0 1 0 0 0 | 1 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 
0 1 1 0 1 0 0 1 | 1 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 
0 1 1 0 1 0 1 0 | 0 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 
0 1 1 0 1 0 1 1 | 0 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 
0 1 1 0 1 1 0 0 | 1 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 
0 1 1 0 1 1 0 1 | 1 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 
0 1 1 0 1 1 1 0 | 0 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 
0 1 1 0 1 1 1 1 | 0 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 
0 1 1 1 0 0 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
0 1 1 1 0 0 0 1 | 1 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 
0 1 1 1 0 0 1 0 | 1 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 
0 1 1 1 0 0 1 1 | 1 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 
0 1 1 1 0 1 0 0 | 1 1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 
0 1 1 1 0 1 0 1 | 1 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 
0 1 1 1 0 1 1 0 | 1 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 
0 1 1 1 0 1 1 1 | 1 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 
0 1 1 1 1 0 0 0 | 1 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 
0 1 1 1 1 0 0 1 | 1 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 
0 1 1 1 1 0 1 0 | 1 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 
0 1 1 1 1 0 1 1 | 1 1 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 
0 1 1 1 1 1 0 0 | 1 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 
0 1 1 1 1 1 0 1 | 1 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 
0 1 1 1 1 1 1 0 | 1 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 
0 1 1 1 1 1 1 1 | 1 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 
1 0 0 0 0 0 0 0 | 1 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
1 0 0 0 0 0 0 1 | 1 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 
1 0 0 0 0 0 1 0 | 1 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 
1 0 0 0 0 0 1 1 | 1 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 
1 0 0 0 0 1 0 0 | 1 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 
1 0 0 0 0 1 0 1 | 1 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 
1 0 0 0 0 1 1 0 | 1 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 
1 0 0 0 0 1 1 1 | 1 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 
1 0 0 0 1 0 0 0 | 1 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 
1 0 0 0 1 0 0 1 | 1 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 
